time (cs),x_acceleration(g)
110,-0.0007405069191008806
112,-0.0017278495943173766
114,-0.002221520757302642
116,-0.0017278495943173766
118,-0.0007405069191008806
120,-0.0014810138382017612
122,-0.0019746851176023483
124,-0.0014810138382017612
126,-0.0014810138382017612
128,-0.0012341781985014677
130,-0.0029620276764035225
132,-0.0014810138382017612
134,-0.002715192036703229
136,-0.002715192036703229
138,-0.0004936712794005871
140,-0.0004936712794005871
142,-0.0019746851176023483
144,-0.0019746851176023483
146,-0.0012341781985014677
148,-0.002715192036703229
150,0.00024244592350441962
152,-0.0024683563970029354
154,-0.002715192036703229
156,-0.0009873425588011742
158,-0.004936712794005871
160,-0.0037025348283350468
162,-0.0012341781985014677
164,-0.002715192036703229
166,-0.0024683563970029354
168,-0.0009873425588011742
170,-0.0009873425588011742
172,-0.0009873425588011742
174,-0.0012341781985014677
176,-0.0007405069191008806
178,-0.0014810138382017612
180,-0.0017278495943173766
182,-0.0019746851176023483
184,-0.0014810138382017612
186,-0.0007405069191008806
188,-0.0017278495943173766
190,-0.0017278495943173766
192,-0.0014810138382017612
194,-0.002221520757302642
196,-0.0017278495943173766
198,-0.0014810138382017612
200,-0.0009873425588011742
202,-0.0014810138382017612
204,-0.0024683563970029354
206,-0.0017278495943173766
208,-0.0014810138382017612
210,-0.0012341781985014677
212,-0.0014810138382017612
214,-0.0009873425588011742
216,-0.0014810138382017612
218,-0.0017278495943173766
220,-0.0009873425588011742
222,-0.0014810138382017612
224,-0.0012341781985014677
226,-0.002221520757302642
228,-0.0014810138382017612
230,-0.0012341781985014677
232,-0.0014810138382017612
234,-0.0019746851176023483
236,-0.0014810138382017612
238,-0.0012341781985014677
240,-0.0014810138382017612
242,-0.0017278495943173766
244,-0.0012341781985014677
246,-0.0014810138382017612
248,-0.0029620276764035225
250,-0.0009873425588011742
252,-0.0012341781985014677
254,-0.0014810138382017612
256,-0.0014810138382017612
258,-0.0004936712794005871
260,-0.0007405069191008806
262,-0.0009873425588011742
264,-0.003208863316103816
266,-0.002221520757302642
268,-0.0007405069191008806
270,-0.0012341781985014677
272,-0.0024683563970029354
274,-0.0009873425588011742
276,-0.0004936712794005871
278,-0.0009873425588011742
280,-0.0014810138382017612
282,-0.0009873425588011742
284,-0.0012341781985014677
286,-0.0017278495943173766
288,-0.0034556991886347532
290,-0.00024683563970029354
292,-0.0029620276764035225
294,-0.0014810138382017612
296,-0.0029620276764035225
298,-0.0012341781985014677
300,-0.0017278495943173766
302,-0.004196206107735634
304,-0.002221520757302642
306,-0.0014810138382017612
308,-0.004196206107735634
310,-0.00024683563970029354
312,-0.0019746851176023483
314,-0.0017278495943173766
316,-0.0009873425588011742
318,-0.0014810138382017612
320,-0.0024683563970029354
322,-0.0014810138382017612
324,-0.002221520757302642
326,-0.0019746851176023483
328,-0.0019746851176023483
330,-0.002221520757302642
332,-0.0014810138382017612
334,-0.0009873425588011742
336,-0.0024683563970029354
338,-0.0012341781985014677
340,-0.003949370235204697
342,-0.0034556991886347532
344,-0.0017278495943173766
346,-0.0009873425588011742
348,-0.0009873425588011742
350,-0.0009873425588011742
352,-0.0009873425588011742
354,-0.0007405069191008806
356,-0.0034556991886347532
358,-0.00024683563970029354
360,-0.0029620276764035225
362,-0.0019746851176023483
364,-0.0007405069191008806
366,-0.002715192036703229
368,-0.0017278495943173766
370,-0.0009873425588011742
372,-0.0009873425588011742
374,-0.0007405069191008806
376,-0.0019746851176023483
378,-0.0012341781985014677
380,-0.0004936712794005871
382,-0.003949370235204697
384,-0.0009873425588011742
386,-0.0029620276764035225
388,-0.0004936712794005871
390,-0.0019746851176023483
392,-0.0012341781985014677
394,-0.0012341781985014677
396,-0.002715192036703229
398,-0.0007405069191008806
400,-0.0007405069191008806
2,-2.717660427093506
4,-0.0009873425588011742
6,-0.0024683563970029354
8,-0.0009873425588011742
10,-0.0012341781985014677
12,-0.0024683563970029354
14,-0.0014810138382017612
16,-0.0012341781985014677
18,-0.0012341781985014677
20,-0.0017278495943173766
22,-0.0019746851176023483
24,-0.0017278495943173766
26,-0.0014810138382017612
28,-0.0019746851176023483
30,-0.0017278495943173766
32,-0.0019746851176023483
34,-0.0019746851176023483
36,-0.0017278495943173766
38,-0.0014810138382017612
40,-0.0012341781985014677
42,-0.0019746851176023483
44,-0.0014810138382017612
46,-0.0019746851176023483
48,-0.0014810138382017612
50,-0.0012341781985014677
52,-0.0017278495943173766
54,-0.0009873425588011742
56,-0.0014810138382017612
58,-0.0012341781985014677
60,-0.002221520757302642
62,-0.0014810138382017612
64,-0.002221520757302642
66,-0.0012341781985014677
68,-0.0014810138382017612
70,-0.0017278495943173766
72,-0.0017278495943173766
74,-0.0014810138382017612
76,-0.0014810138382017612
78,-0.0012341781985014677
80,-0.0017278495943173766
82,-0.0014810138382017612
84,-0.0014810138382017612
86,-0.0009873425588011742
88,-0.0017278495943173766
90,-0.0014810138382017612
92,-0.0014810138382017612
94,-0.0014810138382017612
96,-0.0017278495943173766
98,-0.0017278495943173766
100,-0.0012341781985014677
102,-0.0017278495943173766
104,-0.0017278495943173766
106,-0.002715192036703229
108,-0.002221520757302642
110,-0.002221520757302642
112,-0.0014810138382017612
114,-0.0017278495943173766
116,-0.0007405069191008806
118,-0.0014810138382017612
120,-0.0014810138382017612
122,-0.0014810138382017612
124,-0.0017278495943173766
126,-0.0034556991886347532
128,-0.002221520757302642
130,-0.0017278495943173766
132,-0.0019746851176023483
134,-0.0012341781985014677
136,-0.002221520757302642
138,-0.0014810138382017612
140,-0.0014810138382017612
142,-0.0019746851176023483
144,-0.0017278495943173766
146,-0.0012341781985014677
148,-0.0019746851176023483
150,-0.0014810138382017612
152,-0.0009873425588011742
154,-0.0012341781985014677
156,-0.0014810138382017612
158,-0.0012341781985014677
160,-0.0017278495943173766
162,-0.00024683563970029354
164,-0.0012341781985014677
166,-0.0004936712794005871
168,-0.0012341781985014677
170,-0.0012341781985014677
172,-0.0009873425588011742
174,-0.0009873425588011742
176,-0.0012341781985014677
178,-0.0024683563970029354
180,-0.0019746851176023483
182,-0.0012341781985014677
184,-0.0019746851176023483
186,-0.0009873425588011742
188,-0.0012341781985014677
190,-0.0009873425588011742
192,-0.0014810138382017612
194,-0.0014810138382017612
196,-0.0014810138382017612
198,-0.0009873425588011742
200,-0.0014810138382017612
202,-0.0024683563970029354
204,-0.0014810138382017612
206,-0.0012341781985014677
208,-0.002715192036703229
210,-0.0017278495943173766
212,-0.0009873425588011742
214,-0.0009873425588011742
216,-0.002715192036703229
218,-0.0019746851176023483
220,-0.0014810138382017612
222,-0.0019746851176023483
224,-0.0014810138382017612
226,-0.002221520757302642
228,-0.0012341781985014677
230,-0.0012341781985014677
232,-0.0014810138382017612
234,-0.0014810138382017612
236,-0.0017278495943173766
238,-0.0014810138382017612
240,-0.0019746851176023483
242,-0.0019746851176023483
244,-0.0009873425588011742
246,-0.0009873425588011742
248,-0.0014810138382017612
250,-0.0024683563970029354
252,-0.0012341781985014677
254,-0.0012341781985014677
256,-0.0019746851176023483
258,-0.0012341781985014677
260,-0.0012341781985014677
262,-0.0017278495943173766
264,-0.0017278495943173766
266,-0.0014810138382017612
268,-0.0014810138382017612
270,-0.0019746851176023483
272,-0.002221520757302642
274,-0.0014810138382017612
276,-0.0019746851176023483
278,-0.002221520757302642
280,-0.0017278495943173766
282,-0.0012341781985014677
284,-0.0014810138382017612
286,-0.0014810138382017612
288,-0.0024683563970029354
290,-0.0017278495943173766
292,-0.0012341781985014677
294,-0.0012341781985014677
296,-0.0012341781985014677
298,-0.0009873425588011742
300,-0.0012341781985014677
302,-0.0012341781985014677
304,-0.0014810138382017612
306,-0.0014810138382017612
308,-0.0012341781985014677
310,-0.0019746851176023483
312,-0.002715192036703229
314,-0.0024683563970029354
316,-0.0019746851176023483
318,-0.0012341781985014677
320,-0.0014810138382017612
322,-0.0019746851176023483
324,-0.0014810138382017612
326,-0.0017278495943173766
328,-0.0012341781985014677
330,-0.002715192036703229
332,-0.0014810138382017612
334,-0.0019746851176023483
336,-0.0012341781985014677
338,-0.0012341781985014677
340,-0.0017278495943173766
342,-0.0017278495943173766
344,-0.0009873425588011742
346,-0.0019746851176023483
348,-0.0009873425588011742
350,-0.0012341781985014677
352,-0.0014810138382017612
354,-0.0017278495943173766
356,-0.0017278495943173766
358,-0.0012341781985014677
360,-0.0009873425588011742
362,-0.0012341781985014677
364,-0.0017278495943173766
366,-0.0017278495943173766
368,-0.0012341781985014677
370,-0.0019746851176023483
372,-0.0012341781985014677
374,-0.0012341781985014677
376,-0.0012341781985014677
378,-0.0017278495943173766
380,-0.0017278495943173766
382,-0.0017278495943173766
384,-0.0014810138382017612
386,-0.0017278495943173766
388,-0.0017278495943173766
390,-0.0017278495943173766
392,-0.0012341781985014677
394,-0.0012341781985014677
396,-0.0012341781985014677
398,-0.002221520757302642
400,-0.0014810138382017612
2,-0.002221520757302642
4,-0.0017278495943173766
6,-0.002221520757302642
8,-0.0019746851176023483
10,-0.0012341781985014677
12,-0.0012341781985014677
14,-0.0012341781985014677
16,-0.0019746851176023483
18,-0.0014810138382017612
20,-0.0014810138382017612
22,-0.0017278495943173766
24,-0.0017278495943173766
26,-0.0019746851176023483
28,-0.0017278495943173766
30,-0.002221520757302642
32,-0.0017278495943173766
34,-0.0012341781985014677
36,-0.0014810138382017612
38,-0.0014810138382017612
40,-0.0014810138382017612
42,-0.0012341781985014677
44,-0.0029620276764035225
46,-0.0009873425588011742
48,-0.0012341781985014677
50,-0.0014810138382017612
52,-0.0004936712794005871
54,-0.0012341781985014677
56,-0.0014810138382017612
58,-0.002221520757302642
60,-0.0019746851176023483
62,-0.0017278495943173766
64,-0.0014810138382017612
66,-0.0009873425588011742
68,-0.0009873425588011742
70,-0.002221520757302642
72,-0.0019746851176023483
74,-0.002221520757302642
76,-0.002221520757302642
78,-0.0012341781985014677
80,-0.0017278495943173766
82,-0.0014810138382017612
84,-0.0014810138382017612
86,-0.002221520757302642
88,-0.002221520757302642
90,-0.0012341781985014677
92,-0.0014810138382017612
94,-0.0012341781985014677
96,-0.0014810138382017612
98,-0.0012341781985014677
100,-0.0017278495943173766
102,-0.0017278495943173766
104,-0.0014810138382017612
106,-0.002221520757302642
108,-0.0017278495943173766
110,-0.0017278495943173766
112,-0.0014810138382017612
114,-0.0009873425588011742
116,-0.0014810138382017612
118,-0.0012341781985014677
120,-0.0017278495943173766
122,-0.0019746851176023483
124,-0.0014810138382017612
126,-0.0009873425588011742
128,-0.0019746851176023483
130,-0.0012341781985014677
132,-0.0017278495943173766
134,-0.0012341781985014677
136,-0.0014810138382017612
138,-0.0012341781985014677
140,-0.0014810138382017612
142,-0.0017278495943173766
144,-0.0012341781985014677
146,-0.0012341781985014677
148,-0.0017278495943173766
150,-0.002221520757302642
152,-0.0009873425588011742
154,-0.0019746851176023483
156,-0.0017278495943173766
158,-0.0012341781985014677
160,-0.0012341781985014677
162,-0.0017278495943173766
164,-0.002221520757302642
166,-0.0014810138382017612
168,-0.0014810138382017612
170,-0.0019746851176023483
172,-0.0014810138382017612
174,-0.0012341781985014677
176,-0.0014810138382017612
178,-0.0019746851176023483
180,-0.0017278495943173766
182,-0.0004936712794005871
184,-0.0012341781985014677
186,-0.0012341781985014677
188,-0.0017278495943173766
190,-0.0014810138382017612
192,-0.002221520757302642
194,-0.0014810138382017612
196,-0.0009873425588011742
198,-0.0019746851176023483
200,-0.0009873425588011742
202,-0.0014810138382017612
204,-0.0012341781985014677
206,-0.0017278495943173766
208,-0.0019746851176023483
210,-0.0009873425588011742
212,-0.0014810138382017612
214,-0.0019746851176023483
216,-0.0014810138382017612
218,-0.0014810138382017612
220,-0.0017278495943173766
222,-0.0012341781985014677
224,-0.0012341781985014677
226,-0.0019746851176023483
228,-0.0024683563970029354
230,-0.0014810138382017612
232,-0.0017278495943173766
234,-0.0014810138382017612
236,-0.0009873425588011742
238,-0.0009873425588011742
240,-0.0014810138382017612
242,-0.0014810138382017612
244,-0.0017278495943173766
246,-0.0017278495943173766
248,-0.0012341781985014677
250,-0.0017278495943173766
252,-0.0012341781985014677
254,-0.0014810138382017612
256,-0.0012341781985014677
258,-0.0019746851176023483
260,-0.0019746851176023483
262,-0.0014810138382017612
264,-0.0017278495943173766
266,-0.002221520757302642
268,-0.0012341781985014677
270,-0.0017278495943173766
272,-0.0009873425588011742
274,-0.0019746851176023483
276,-0.0012341781985014677
278,-0.0012341781985014677
280,-0.0012341781985014677
282,-0.0012341781985014677
284,-0.0014810138382017612
286,-0.0012341781985014677
288,-0.0009873425588011742
290,-0.0009873425588011742
292,-0.0017278495943173766
294,-0.0017278495943173766
296,-0.0017278495943173766
298,-0.0019746851176023483
300,-0.0014810138382017612
302,-0.0014810138382017612
304,-0.0014810138382017612
306,-0.0017278495943173766
308,-0.0012341781985014677
310,-0.0014810138382017612
312,-0.0014810138382017612
314,-0.0017278495943173766
316,-0.0017278495943173766
318,-0.0012341781985014677
320,-0.0012341781985014677
322,-0.0019746851176023483
324,-0.0017278495943173766
326,-0.0007405069191008806
328,-0.0019746851176023483
330,-0.0024683563970029354
332,-0.0017278495943173766
334,-0.0014810138382017612
336,-0.0009873425588011742
338,-0.0014810138382017612
340,-0.0012341781985014677
342,-0.0014810138382017612
344,-0.0012341781985014677
346,-0.0012341781985014677
348,-0.0014810138382017612
350,-0.0012341781985014677
352,-0.0014810138382017612
354,-0.0012341781985014677
356,-0.0017278495943173766
358,-0.0017278495943173766
360,-0.0014810138382017612
362,-0.0012341781985014677
364,-0.0012341781985014677
366,-0.0014810138382017612
368,-0.0019746851176023483
370,-0.0012341781985014677
372,-0.0012341781985014677
374,-0.0014810138382017612
376,-0.0019746851176023483
378,-0.0014810138382017612
380,-0.0017278495943173766
382,-0.0014810138382017612
384,-0.0029620276764035225
386,-0.0009873425588011742
388,-0.0009873425588011742
390,-0.0014810138382017612
392,-0.0017278495943173766
394,-0.0024683563970029354
396,-0.0017278495943173766
398,-0.0014810138382017612
400,-0.0017278495943173766
2,-0.0012341781985014677
4,-0.0017278495943173766
6,-0.0014810138382017612
8,-0.0009873425588011742
10,-0.0014810138382017612
12,-0.0014810138382017612
14,-0.002221520757302642
16,-0.0014810138382017612
18,-0.0014810138382017612
20,-0.0019746851176023483
22,-0.0017278495943173766
24,-0.0017278495943173766
26,-0.0014810138382017612
28,-0.0007405069191008806
30,-0.0017278495943173766
32,-0.0012341781985014677
34,-0.0012341781985014677
36,-0.0012341781985014677
38,-0.0012341781985014677
40,-0.002221520757302642
42,-0.0017278495943173766
44,-0.0017278495943173766
46,-0.0017278495943173766
48,-0.0014810138382017612
50,-0.0014810138382017612
52,-0.0014810138382017612
54,-0.002221520757302642
56,-0.0019746851176023483
58,-0.002221520757302642
60,-0.002221520757302642
62,-0.0019746851176023483
64,-0.0012341781985014677
66,-0.0014810138382017612
68,-0.0019746851176023483
70,-0.0009873425588011742
72,-0.0017278495943173766
74,-0.0009873425588011742
76,-0.0014810138382017612
78,-0.0014810138382017612
80,-0.0012341781985014677
82,-0.0014810138382017612
84,-0.0014810138382017612
86,-0.0014810138382017612
88,-0.0014810138382017612
90,-0.0019746851176023483
92,-0.0014810138382017612
94,-0.0009873425588011742
96,-0.0012341781985014677
98,-0.0014810138382017612
100,-0.0017278495943173766
102,-0.0012341781985014677
104,-0.0017278495943173766
106,-0.0019746851176023483
108,-0.0012341781985014677
110,-0.0014810138382017612
112,-0.0019746851176023483
114,-0.002221520757302642
116,-0.0014810138382017612
118,-0.0024683563970029354
120,-0.0019746851176023483
122,-0.0017278495943173766
124,-0.0014810138382017612
126,-0.0017278495943173766
128,-0.0014810138382017612
130,-0.0012341781985014677
132,-0.0017278495943173766
134,-0.0014810138382017612
136,-0.002221520757302642
138,-0.0019746851176023483
140,-0.0012341781985014677
142,-0.0017278495943173766
144,-0.0014810138382017612
146,-0.0009873425588011742
148,-0.0017278495943173766
150,-0.0019746851176023483
152,-0.0012341781985014677
154,-0.0014810138382017612
156,-0.002221520757302642
158,-0.0014810138382017612
160,-0.0012341781985014677
162,-0.0014810138382017612
164,-0.0017278495943173766
166,-0.0017278495943173766
168,-0.0012341781985014677
170,-0.0017278495943173766
172,-0.0014810138382017612
174,-0.0012341781985014677
176,-0.0017278495943173766
178,-0.0017278495943173766
180,-0.0029620276764035225
182,-0.0014810138382017612
184,-0.0009873425588011742
186,-0.0019746851176023483
188,-0.0012341781985014677
190,-0.0024683563970029354
192,-0.0017278495943173766
194,-0.0012341781985014677
196,-0.0014810138382017612
198,-0.0009873425588011742
200,-0.0012341781985014677
202,-0.0012341781985014677
204,-0.0009873425588011742
206,-0.0017278495943173766
208,-0.0014810138382017612
210,-0.0014810138382017612
212,-0.0017278495943173766
214,-0.0012341781985014677
216,-0.0012341781985014677
218,-0.0019746851176023483
220,-0.0017278495943173766
222,-0.0017278495943173766
224,-0.0009873425588011742
226,-0.0014810138382017612
228,-0.0014810138382017612
230,-0.0014810138382017612
232,-0.0014810138382017612
234,-0.0009873425588011742
236,-0.0019746851176023483
238,-0.0019746851176023483
240,-0.0012341781985014677
242,-0.0012341781985014677
244,-0.0019746851176023483
246,-0.0017278495943173766
248,-0.0014810138382017612
250,-0.0014810138382017612
252,-0.0017278495943173766
254,-0.0012341781985014677
256,-0.0017278495943173766
258,-0.0017278495943173766
260,-0.0009873425588011742
262,-0.0012341781985014677
264,-0.0012341781985014677
266,-0.0014810138382017612
268,-0.0017278495943173766
270,-0.0017278495943173766
272,-0.0009873425588011742
274,-0.0014810138382017612
276,-0.002715192036703229
278,-0.0017278495943173766
280,-0.0019746851176023483
282,-0.0019746851176023483
284,-0.0014810138382017612
286,-0.0017278495943173766
288,-0.0017278495943173766
290,-0.0017278495943173766
292,-0.0019746851176023483
294,-0.0014810138382017612
296,-0.0012341781985014677
298,-0.002221520757302642
300,-0.0012341781985014677
302,-0.0012341781985014677
304,-0.0017278495943173766
306,-0.0017278495943173766
308,-0.0012341781985014677
310,-0.0012341781985014677
312,-0.0014810138382017612
314,-0.0014810138382017612
316,-0.0012341781985014677
318,-0.0014810138382017612
320,-0.0009873425588011742
322,-0.0014810138382017612
324,-0.0017278495943173766
326,-0.0012341781985014677
328,-0.0014810138382017612
330,-0.0012341781985014677
332,-0.0009873425588011742
334,-0.0014810138382017612
336,-0.0017278495943173766
338,-0.0017278495943173766
340,-0.0019746851176023483
342,-0.0012341781985014677
344,-0.0019746851176023483
346,-0.0019746851176023483
348,-0.0014810138382017612
350,-0.0019746851176023483
352,-0.0019746851176023483
354,-0.0012341781985014677
356,-0.0012341781985014677
358,-0.0014810138382017612
360,-0.002221520757302642
362,-0.0012341781985014677
364,-0.0014810138382017612
366,-0.0017278495943173766
368,-0.0017278495943173766
370,-0.0017278495943173766
372,-0.0014810138382017612
374,-0.0017278495943173766
376,-0.0009873425588011742
378,-0.0014810138382017612
380,-0.0014810138382017612
382,-0.002221520757302642
384,-0.0014810138382017612
386,-0.0012341781985014677
388,-0.0019746851176023483
390,-0.0014810138382017612
392,-0.0009873425588011742
394,-0.0012341781985014677
396,-0.0019746851176023483
398,-0.0029620276764035225
400,-0.0017278495943173766
2,-0.0012341781985014677
4,-0.0019746851176023483
6,-0.0014810138382017612
8,-0.0017278495943173766
10,-0.0017278495943173766
12,-0.0017278495943173766
14,-0.0009873425588011742
16,-0.0012341781985014677
18,-0.0012341781985014677
20,-0.0014810138382017612
22,-0.0014810138382017612
24,-0.0014810138382017612
26,-0.0012341781985014677
28,-0.0012341781985014677
30,-0.0012341781985014677
32,-0.0017278495943173766
34,-0.0009873425588011742
36,-0.002715192036703229
38,-0.0012341781985014677
40,-0.0017278495943173766
42,-0.0009873425588011742
44,-0.0012341781985014677
46,-0.0012341781985014677
48,-0.0012341781985014677
50,-0.0012341781985014677
52,-0.0017278495943173766
54,-0.0017278495943173766
56,-0.0017278495943173766
58,-0.0012341781985014677
60,-0.0014810138382017612
62,-0.0012341781985014677
64,-0.0012341781985014677
66,-0.0019746851176023483
68,-0.0019746851176023483
70,-0.0012341781985014677
72,-0.0004936712794005871
74,-0.0012341781985014677
76,-0.002221520757302642
78,-0.0014810138382017612
80,-0.0019746851176023483
82,-0.0017278495943173766
84,-0.0014810138382017612
86,-0.002221520757302642
88,-0.0012341781985014677
90,-0.0017278495943173766
92,-0.0014810138382017612
94,-0.0012341781985014677
96,-0.0019746851176023483
98,-0.002221520757302642
100,-0.0012341781985014677
102,-0.0009873425588011742
104,-0.0019746851176023483
106,-0.0014810138382017612
108,-0.0017278495943173766
110,-0.0017278495943173766
112,-0.0017278495943173766
114,-0.0014810138382017612
116,-0.0012341781985014677
118,-0.0019746851176023483
120,-0.0014810138382017612
122,-0.0014810138382017612
124,-0.0017278495943173766
126,-0.0014810138382017612
128,-0.0012341781985014677
130,-0.0012341781985014677
132,-0.0012341781985014677
134,-0.0012341781985014677
136,-0.0019746851176023483
138,-0.0017278495943173766
140,-0.0012341781985014677
142,-0.0017278495943173766
144,-0.0017278495943173766
146,-0.0012341781985014677
148,-0.0014810138382017612
150,-0.0012341781985014677
152,-0.0017278495943173766
154,-0.0012341781985014677
156,-0.0019746851176023483
158,-0.0017278495943173766
160,-0.0012341781985014677
162,-0.0012341781985014677
164,-0.0019746851176023483
166,-0.0017278495943173766
168,-0.0019746851176023483
170,-0.0007405069191008806
172,-0.0019746851176023483
174,-0.0014810138382017612
176,-0.0017278495943173766
178,-0.0014810138382017612
